facility_id,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
260180,0015CSR29YY8MT4,Y,1/1/2023,12/31/2023
260183,0015C72L3UBY0KL,Y,1/1/2023,12/31/2023
260186,0015CJR3JNA05RM,Y,1/1/2023,12/31/2023
260190,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
260191,0015CSR29YY8MT4,Y,1/1/2023,12/31/2023
260193,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
260195,,,1/1/2023,12/31/2023
260200,0015CVV5PFX9JXM,Y,1/1/2023,12/31/2023
260210,,,1/1/2023,12/31/2023
260214,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
260216,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
260219,0015CSR29YY8MT4,Y,1/1/2023,12/31/2023
261301,0015C47EGD92VSJ,,1/1/2023,12/31/2023
261302,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
261303,0015CP587BP0W9H,Y,1/1/2023,12/31/2023
261305,0015CFG3Q10HY2B,Y,1/1/2023,12/31/2023
261306,,,1/1/2023,12/31/2023
261307,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
261308,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
261309,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
261310,0015C1L7Q92AZY8,Y,1/1/2023,12/31/2023
261311,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
261312,0015CC8CLF71AFN,,1/1/2023,12/31/2023
261313,0015CQZ3GL3N8TR,Y,1/1/2023,12/31/2023
261314,0015CTG6K0EW7TC,Y,1/1/2023,12/31/2023
261316,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
261317,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
261318,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
261319,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
261320,0015CGT6L6MEQ2C,Y,1/1/2023,12/31/2023
261321,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
261322,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
261323,0015CAC2QP42A2Z,Y,1/1/2023,12/31/2023
261324,0015CJT1M7DYU22,,1/1/2023,12/31/2023
261325,0015CB5ZTM2ZN0V,Y,1/1/2023,12/31/2023
261327,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
261328,0015C3GKN8P5MDL,Y,1/1/2023,12/31/2023
261329,0015CB5ZTM2ZN0V,Y,1/1/2023,12/31/2023
261330,0015C1L7Q92AZY8,Y,1/1/2023,12/31/2023
261331,0015CZJ4TP8YPK7,Y,1/1/2023,12/31/2023
261332,0015CQA5JMG26QY,Y,1/1/2023,12/31/2023
261333,,,1/1/2023,12/31/2023
261335,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
261336,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
261337,0015CSR29YY8MT4,Y,1/1/2023,12/31/2023
261338,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
263301,,,1/1/2023,12/31/2023
263302,,,1/1/2023,12/31/2023
263303,,,1/1/2023,12/31/2023
263304,,,1/1/2023,12/31/2023
270003,0015CWS8EUV6XHF,Y,1/1/2023,12/31/2023
270004,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
270012,0015C2753P65N19,Y,1/1/2023,12/31/2023
270014,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
270017,0015C0DCY0BK7AU,Y,1/1/2023,12/31/2023
270023,0015CP4NAF4ML2B,Y,1/1/2023,12/31/2023
270049,0015C0DCY0BK7AU,Y,1/1/2023,12/31/2023
270051,0015C0DJJ55XD0U,Y,1/1/2023,12/31/2023
270057,0015CUE5T17SNJ9,Y,1/1/2023,12/31/2023
270074,0015CWD0UCD0JJL,Y,1/1/2023,12/31/2023
270086,0015C8HNN4WR9PR,Y,1/1/2023,12/31/2023
271300,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271301,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
271302,,,1/1/2023,12/31/2023
271303,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
271304,0015CGN6DP8QY1W,,1/1/2023,12/31/2023
271305,,,1/1/2023,12/31/2023
271306,0015CH5DS4HFT97,,1/1/2023,12/31/2023
271307,0015CGN6DP8QY1W,,1/1/2023,12/31/2023
271308,0015CT0PPT32RH0,,1/1/2023,12/31/2023
271309,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
271310,,,1/1/2023,12/31/2023
271311,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
271312,,,1/1/2023,12/31/2023
271313,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271314,0015CJU5X1C7HGD,Y,1/1/2023,12/31/2023
271315,,,1/1/2023,12/31/2023
271316,0015C9QX76NBY85,,1/1/2023,12/31/2023
271317,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271318,0015CB9V9W9YEM4,Y,1/1/2023,12/31/2023
271319,,,1/1/2023,12/31/2023
271320,0015CE4YZR01UWW,Y,1/1/2023,12/31/2023
271321,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271322,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271323,,,1/1/2023,12/31/2023
271324,0015C207YWJ8RFL,Y,1/1/2023,12/31/2023
271325,0015C9QX76NBY85,Y,1/1/2023,12/31/2023
271326,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271327,,,1/1/2023,12/31/2023
271328,0015CE4ZXJ0FKT5,Y,1/1/2023,12/31/2023
271329,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
271330,0015CX4A8GNV85Z,Y,1/1/2023,12/31/2023
271331,,,1/1/2023,12/31/2023
271332,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271333,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271334,0015CHG9YXH7S72,Y,1/1/2023,12/31/2023
271335,0015CQM6H3EBD83,Y,1/1/2023,12/31/2023
271336,0015CE4ZXJ0FKT5,Y,1/1/2023,12/31/2023
271337,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
271338,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271339,,,1/1/2023,12/31/2023
271340,0015CDW1E3QHM64,Y,1/1/2023,12/31/2023
271341,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271342,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271343,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
271344,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
271345,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271346,0015CG9EYN4SXX0,Y,1/1/2023,12/31/2023
271347,0015C0DCY0BK7AU,Y,1/1/2023,12/31/2023
271348,0015C48XG68LUH7,Y,1/1/2023,12/31/2023
271389,0015CUE5T17SNJ9,Y,1/1/2023,12/31/2023
280003,0015C257B7545Y1,Y,1/1/2023,12/31/2023
280009,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280013,0015C8K4U8L9RX8,Y,1/1/2023,12/31/2023
280020,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280023,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280032,0015CA87868LJL6,Y,1/1/2023,12/31/2023
280040,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
280059,,,1/1/2023,12/31/2023
280060,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280061,0015CRR6L8RW9M3,Y,1/1/2023,12/31/2023
280065,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
280077,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
280081,0015C3dsf0V5sl5,Y,1/1/2023,12/31/2023
280105,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280111,0015CF06WG49A9W,Y,1/1/2023,12/31/2023
280125,0015C6UFD23Y6VA,Y,1/1/2023,12/31/2023
280127,0015CT0CD7PUP6L,Y,1/1/2023,12/31/2023
280128,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280129,0015CDQ5R8EQP9F,Y,1/1/2023,12/31/2023
280130,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280131,0015CKY42QXH820,Y,1/1/2023,12/31/2023
280132,0015C8K4U8L9RX8,Y,1/1/2023,12/31/2023
280133,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
280134,0015C4RWR040K1C,Y,1/1/2023,12/31/2023
280139,0015C257B7545Y1,,1/1/2023,12/31/2023
281300,0015CXR553YG9R3,Y,1/1/2023,12/31/2023
281301,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
281302,,,1/1/2023,12/31/2023
281303,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
281304,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
281305,0015C7URE9RTG1U,Y,1/1/2023,12/31/2023
281306,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
281307,0015CH81LEV4Y0C,Y,1/1/2023,12/31/2023
281308,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
281309,0015C6KNL4KA1RT,Y,1/1/2023,12/31/2023
281310,,,1/1/2023,12/31/2023
281311,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
281312,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
281313,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
281314,,,1/1/2023,12/31/2023
281315,0015CTG6K0EW7TC,Y,1/1/2023,12/31/2023
281316,,,1/1/2023,12/31/2023
281318,,,1/1/2023,12/31/2023
281319,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
281320,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
281322,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
281323,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
281324,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
281325,0015CMJ8XDN1QN9,Y,1/1/2023,12/31/2023
281326,0015C8CHE73ABS5,,1/1/2023,12/31/2023
281327,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
281328,0015C257B7545Y1,Y,1/1/2023,12/31/2023
281329,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
281331,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
281332,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
281333,0015C80E18RAW4X,,1/1/2023,12/31/2023
281334,0015C4DPR23A8VK,Y,1/1/2023,12/31/2023
281335,,,1/1/2023,12/31/2023
281336,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
281338,0015CGS1LVL3EFS,Y,1/1/2023,12/31/2023
281339,0015CYA14RBW38Q,Y,1/1/2023,12/31/2023
281340,,,1/1/2023,12/31/2023
281341,0015CJB1RLC57RM,Y,1/1/2023,12/31/2023
281342,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
281343,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
281344,,,1/1/2023,12/31/2023
281345,0015CP4LYG26BQE,Y,1/1/2023,12/31/2023
281346,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
281347,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
281348,0015CHB1ZYA2LPW,Y,1/1/2023,12/31/2023
281349,0015C7Y7J3YXV5E,Y,1/1/2023,12/31/2023
281350,0015C7G9EJT78H8,Y,1/1/2023,12/31/2023
281351,0015CER158R54SG,Y,1/1/2023,12/31/2023
281352,0015CE804SSP8LE,Y,1/1/2023,12/31/2023
281353,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
281354,0015C257B7545Y1,Y,1/1/2023,12/31/2023
281355,0015CWG9E12DJH8,Y,1/1/2023,12/31/2023
281356,0015C7URE9RTG1U,Y,1/1/2023,12/31/2023
281357,,,1/1/2023,12/31/2023
281358,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
281359,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
281360,0015CM90HLR5SYA,Y,1/1/2023,12/31/2023
281361,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
281362,0015CBA9UMH7B52,Y,1/1/2023,12/31/2023
281363,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
281364,0015C673AWF23M8,Y,1/1/2023,12/31/2023
281365,,,1/1/2023,12/31/2023
283300,,,1/1/2023,12/31/2023
283301,,,1/1/2023,12/31/2023
290001,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
290003,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
290005,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
290007,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
290008,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
290009,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
290012,0015C2FVF76YBY1,Y,1/1/2023,12/31/2023
290019,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
290021,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290032,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290039,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
290041,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290042,,,1/1/2023,12/31/2023
290045,0015C2FVF76YBY1,Y,1/1/2023,12/31/2023
290046,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290047,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
290049,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
290053,0015C2FVF76YBY1,Y,1/1/2023,12/31/2023
290054,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290057,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
290058,0015C2FVF76YBY1,Y,1/1/2023,12/31/2023
290061,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
291300,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
291301,0015C4813GJT60L,Y,1/1/2023,12/31/2023
291302,0015CK1S79HA9N2,Y,1/1/2023,12/31/2023
291303,,,1/1/2023,12/31/2023
291304,,,1/1/2023,12/31/2023
291306,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
291307,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
291308,0015C6SVL2ULT2K,Y,1/1/2023,12/31/2023
291309,0015CQAJJMG26QY,,1/1/2023,12/31/2023
291311,,,1/1/2023,12/31/2023
291312,,,1/1/2023,12/31/2023
291313,0015CWG9E12DJH8,Y,1/1/2023,12/31/2023
291314,,,1/1/2023,12/31/2023
300001,0015CSE5WR13EFM,Y,1/1/2023,12/31/2023
300003,0015CPM567X5SJG,Y,1/1/2023,12/31/2023
300005,0015CSE5WR13EFM,Y,1/1/2023,12/31/2023
300011,0015C4JOZKW5KKJ,Y,1/1/2023,12/31/2023
300012,0015C6KLF20L9QH,Y,1/1/2023,12/31/2023
300014,0015CVG84UXG527,Y,1/1/2023,12/31/2023
300017,0015CVG84UXG527,Y,1/1/2023,12/31/2023
300018,0015C9C70ZC87RM,Y,1/1/2023,12/31/2023
300019,0015CPM567X5SJG,Y,1/1/2023,12/31/2023
300020,0015C24AJB1U9RU,Y,1/1/2023,12/31/2023
300023,0015CJN3GDZ9GJE,Y,1/1/2023,12/31/2023
300029,0015CVG84UXG527,Y,1/1/2023,12/31/2023
300034,0015CG8HB64JX7E,Y,1/1/2023,12/31/2023
301300,0015CXL9WFD3CH2,Y,1/1/2023,12/31/2023
301301,0015CP4T80A6A4W,Y,1/1/2023,12/31/2023
301302,0015CMJ8XDN1QN9,Y,1/1/2023,12/31/2023
301303,0015C71MN774UQU,Y,1/1/2023,12/31/2023
301304,0015CPM567X5SJG,,1/1/2023,12/31/2023
301305,0015CPM567X5SJG,Y,1/1/2023,12/31/2023
301306,0015CSE5WR13EFM,Y,1/1/2023,12/31/2023
301307,0015CKC5HA5F51T,Y,1/1/2023,12/31/2023
301308,0015CY9N5RK82FA,Y,1/1/2023,12/31/2023
301309,0015CK3MKQ1BP7X,,1/1/2023,12/31/2023
301310,0015CXL9WFD3CH2,Y,1/1/2023,12/31/2023
301311,0015CXC2TAA3AS3,Y,1/1/2023,12/31/2023
301312,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
310001,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310002,0015CF5T411AFA0,Y,1/1/2023,12/31/2023
310003,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310005,,,1/1/2023,12/31/2023
310006,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
310008,0015CHT8XER4808,Y,1/1/2023,12/31/2023
310009,0015CF5T411AFA0,Y,1/1/2023,12/31/2023
310010,0015C2CST3XC8M3,Y,1/1/2023,12/31/2023
310011,0015C9G3FJ5CAW5,Y,1/1/2023,12/31/2023
310012,0015CQZ6TP3UNJ4,Y,1/1/2023,12/31/2023
310014,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
310015,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310016,0015CZB5H183CJG,Y,1/1/2023,12/31/2023
310017,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310019,0015CXT5F9VF8YA,Y,1/1/2023,12/31/2023
310022,0015C5XR0DRE6JH,Y,1/1/2023,12/31/2023
310024,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310025,0015CZB5H183CJG,Y,1/1/2023,12/31/2023
310027,,,1/1/2023,12/31/2023
310028,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310029,0015C5XR0DRE6JH,Y,1/1/2023,12/31/2023
310031,0015C74RVV5EQW2,Y,1/1/2023,12/31/2023
310032,0015CP0A87E25HC,Y,1/1/2023,12/31/2023
310034,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310038,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310039,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310040,0015CZB5H183CJG,Y,1/1/2023,12/31/2023
310041,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310044,0015C6XY221XLU7,Y,1/1/2023,12/31/2023
310045,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
310047,0015CAN6Y55AZD1,Y,1/1/2023,12/31/2023
310048,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310050,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
310051,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310052,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310054,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
310057,0015C5XR0DRE6JH,Y,1/1/2023,12/31/2023
310058,0015CS18FZ27698,Y,1/1/2023,12/31/2023
310060,0015CU4K22JVL8J,Y,1/1/2023,12/31/2023
310061,0015C5XR0DRE6JH,Y,1/1/2023,12/31/2023
310064,0015C5E0FR58ARG,Y,1/1/2023,12/31/2023
310069,0015C8BHF575YAL,Y,1/1/2023,12/31/2023
310070,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
310073,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310074,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310075,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310076,0015CF5T411AFA0,Y,1/1/2023,12/31/2023
310083,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
310084,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310086,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
310092,0015C6XY221XLU7,Y,1/1/2023,12/31/2023
310096,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
310108,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310110,0015CAT64R4633W,Y,1/1/2023,12/31/2023
310111,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310112,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310113,0015CMT1J4FC281,Y,1/1/2023,12/31/2023
310115,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
310118,0015CSP20HYW41Z,,1/1/2023,12/31/2023
310119,0015CG7CZ36Z3FS,Y,1/1/2023,12/31/2023
310130,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
313300,,,1/1/2023,12/31/2023
313302,,,1/1/2023,12/31/2023
320001,0015C6BAM1VSL81,Y,1/1/2023,12/31/2023
320002,0015CYJ419M5S70,Y,1/1/2023,12/31/2023
320004,0015CS2PN2S6P33,Y,1/1/2023,12/31/2023
320005,0015CBS096Z9TAL,Y,1/1/2023,12/31/2023
320006,0015CY6GQF8CTH4,Y,1/1/2023,12/31/2023
320009,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
320011,,,1/1/2023,12/31/2023
320017,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
320018,0015C4HSE8YJ05Q,Y,1/1/2023,12/31/2023
320021,,,1/1/2023,12/31/2023
320022,,,1/1/2023,12/31/2023
320030,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
320033,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
320057,,,1/1/2023,12/31/2023
320059,0015CWD0UCD0JJL,,1/1/2023,12/31/2023
320060,,,1/1/2023,12/31/2023
320061,0015CWD0UCD0JJL,,1/1/2023,12/31/2023
320062,0015CWD0UCD0JJL,,1/1/2023,12/31/2023
320063,0015CR8535UDY24,Y,1/1/2023,12/31/2023
320065,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
320074,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
320084,0015CPL9B1X1Z6K,Y,1/1/2023,12/31/2023
320085,0015CR8535UDY24,Y,1/1/2023,12/31/2023
320086,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
320090,,,1/1/2023,12/31/2023
320091,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
321300,,,1/1/2023,12/31/2023
321301,,,1/1/2023,12/31/2023
321302,,,1/1/2023,12/31/2023
321304,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
321305,0015C8N7RF7RBK1,Y,1/1/2023,12/31/2023
321306,,,1/1/2023,12/31/2023
321307,0015CTG6K0EW7TC,Y,1/1/2023,12/31/2023
321308,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
321309,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
321310,0015CFG2CWR0503,Y,1/1/2023,12/31/2023
321311,0015CE6RY9VG5KZ,Y,1/1/2023,12/31/2023
321312,0015C8CHE73ABS5,,1/1/2023,12/31/2023
321313,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
330005,0015CA3NG3KCS1A,Y,1/1/2023,12/31/2023
330006,0015CQ1Z9GXS0PK,Y,1/1/2023,12/31/2023
330009,0015C04A2M9JFN5,Y,1/1/2023,12/31/2023
330011,0015C5LFV335WOK,Y,1/1/2023,12/31/2023
330013,0015C7VBX5MZA1C,Y,1/1/2023,12/31/2023
330014,0015CEJ6SKS1X8R,Y,1/1/2023,12/31/2023
330019,0015C9DYP04CHC3,Y,1/1/2023,12/31/2023
330023,0015CF6CR28MVL0,Y,1/1/2023,12/31/2023
330024,0015CGG3JTB83MA,Y,1/1/2023,12/31/2023
330027,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
330028,,,1/1/2023,12/31/2023
330030,0015CC3PXP1AKB3,Y,1/1/2023,12/31/2023
330033,0015C31M1955R0M,Y,1/1/2023,12/31/2023
330043,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330044,0015CU63GY58X0S,Y,1/1/2023,12/31/2023
330045,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330046,0015CDN5L8FET1F,Y,1/1/2023,12/31/2023
330047,0015CWJ3MYE8Y6R,Y,1/1/2023,12/31/2023
330049,0015CF6CR28MVL0,Y,1/1/2023,12/31/2023
330055,0015CFS6WE7U6MN,Y,1/1/2023,12/31/2023
330056,,,1/1/2023,12/31/2023
330057,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
330058,0015CBY5N22KUK7,Y,1/1/2023,12/31/2023
330059,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
330065,0015CH0EJP0NAK5,Y,1/1/2023,12/31/2023
330073,0015CC3PXP1AKB3,Y,1/1/2023,12/31/2023
330074,0015CTC3XKY26KQ,Y,1/1/2023,12/31/2023
330078,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
330079,0015C0QCY3NTF54,Y,1/1/2023,12/31/2023
330080,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330085,0015CM6TK4232JR,Y,1/1/2023,12/31/2023
330086,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
330090,,,1/1/2023,12/31/2023
330094,0015CFM9XMU1NWS,Y,1/1/2023,12/31/2023
330096,0015CTC3XKY26KQ,Y,1/1/2023,12/31/2023
330100,0015CVA107MNM3C,Y,1/1/2023,12/31/2023
330101,0015CFS6WE7U6MN,Y,1/1/2023,12/31/2023
330102,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
330103,0015C62GA91HAE6,Y,1/1/2023,12/31/2023
330104,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
330106,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330107,0015CZW4T2ZP67K,Y,1/1/2023,12/31/2023
330111,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
330115,0015CUN1JJ17KJX,Y,1/1/2023,12/31/2023
330119,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330125,0015CC3PXP1AKB3,Y,1/1/2023,12/31/2023
330126,0015C97XDZ8XB5U,Y,1/1/2023,12/31/2023
330127,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330128,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330135,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
330136,0015C8LDJ9KA9Q3,Y,1/1/2023,12/31/2023
330140,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
330141,0015CG0LCV85NKH,Y,1/1/2023,12/31/2023
330144,,,1/1/2023,12/31/2023
330151,0015CTC3XKY26KQ,Y,1/1/2023,12/31/2023
330153,0015C86SGX62H31,Y,1/1/2023,12/31/2023
330157,0015CPA5YK9E5YR,Y,1/1/2023,12/31/2023
330158,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
330160,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330162,0015CSA1PP1ZKH6,Y,1/1/2023,12/31/2023
330164,0015CTC3XKY26KQ,Y,1/1/2023,12/31/2023
330166,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
330169,0015CDN5L8FET1F,Y,1/1/2023,12/31/2023
330175,0015CS2TT1R8X1C,Y,1/1/2023,12/31/2023
330180,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
330181,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330182,0015CH8SQ44HUM8,Y,1/1/2023,12/31/2023
330184,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
330185,0015CPD4WGU631G,Y,1/1/2023,12/31/2023
330188,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
330191,0015CXN27ZL860U,Y,1/1/2023,12/31/2023
330193,0015CEJ6SKS1X8R,Y,1/1/2023,12/31/2023
330194,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
330195,0015CAM1DM3EQM1,Y,1/1/2023,12/31/2023
330196,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330197,0015CC3PXP1AKB3,Y,1/1/2023,12/31/2023
330198,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
330199,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330202,0015C1GXB9MLH3P,Y,1/1/2023,12/31/2023
330203,0015C7EW0D1RHA2,Y,1/1/2023,12/31/2023
