facility_id,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
140258,0015C6KNL4KA1RT,Y,1/1/2023,12/31/2023
140275,0015CFR5DB8JFH2,Y,1/1/2023,12/31/2023
140276,0015CZA15ZHE6JJ,Y,1/1/2023,12/31/2023
140280,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
140281,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
140286,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
140288,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
140289,0015CKE1BFB9T2P,Y,1/1/2023,12/31/2023
140290,0015C6KNL4KA1RT,Y,1/1/2023,12/31/2023
140291,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
140292,0015C6KNL4KA1RT,Y,1/1/2023,12/31/2023
140294,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
140300,0015C6ACW1ZNX8F,Y,1/1/2023,12/31/2023
140304,0015C6KNL4KA1RT,Y,1/1/2023,12/31/2023
140308,,,1/1/2023,12/31/2023
140310,,,1/1/2023,12/31/2023
141300,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
141301,,,1/1/2023,12/31/2023
141302,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
141303,0015CZX0735NK9K,Y,1/1/2023,12/31/2023
141304,0015CFR5DB8JFH2,Y,1/1/2023,12/31/2023
141305,0015CWW3R0FPD02,Y,1/1/2023,12/31/2023
141306,0015CKE1BFB9T2P,Y,1/1/2023,12/31/2023
141307,0015C8E12SHK8B8,,1/1/2023,12/31/2023
141308,0015CAT64R4633W,Y,1/1/2023,12/31/2023
141309,0015CDT3FT5GEH8,Y,1/1/2023,12/31/2023
141310,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
141311,0015CD30BJE5K3L,Y,1/1/2023,12/31/2023
141312,0015CNP00BSM8JJ,Y,1/1/2023,12/31/2023
141313,0015C7ZEJ6BU1C3,,1/1/2023,12/31/2023
141315,0015CW4VMW3NMY3,,1/1/2023,12/31/2023
141316,0015CDT3FT5GEH8,Y,1/1/2023,12/31/2023
141317,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
141318,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
141319,0015CDR9VB4KSE5,Y,1/1/2023,12/31/2023
141320,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
141321,,,1/1/2023,12/31/2023
141322,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
141323,0015C6KS0890YHY,Y,1/1/2023,12/31/2023
141324,0015CDN5L8FET1F,Y,1/1/2023,12/31/2023
141325,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
141326,0015CAT64R4633W,Y,1/1/2023,12/31/2023
141327,,,1/1/2023,12/31/2023
141328,0015CDU43U1CS4M,Y,1/1/2023,12/31/2023
141329,,,1/1/2023,12/31/2023
141330,,,1/1/2023,12/31/2023
141331,0015CC6EE361UK8,Y,1/1/2023,12/31/2023
141332,0015CP587BP0W9H,Y,1/1/2023,12/31/2023
141333,,,1/1/2023,12/31/2023
141334,0015C6CMZ6GZP4N,Y,1/1/2023,12/31/2023
141335,0015CMF2FYX4J3H,Y,1/1/2023,12/31/2023
141336,0015CR6SSM3WFY2,Y,1/1/2023,12/31/2023
141337,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
141338,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
141339,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
141340,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
141341,0015C4DPR23A8VK,Y,1/1/2023,12/31/2023
141342,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
141343,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
141344,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
141345,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
141346,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
141347,0015C7ZEJ6BU1C3,Y,1/1/2023,12/31/2023
141348,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
141349,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
141350,0015CR6SSM3WFY2,Y,1/1/2023,12/31/2023
141351,0015CAT64R4633W,Y,1/1/2023,12/31/2023
141352,0015CUW9JS131YW,,1/1/2023,12/31/2023
141353,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
141354,,,1/1/2023,12/31/2023
141355,,,1/1/2023,12/31/2023
143300,,,1/1/2023,12/31/2023
143301,,,1/1/2023,12/31/2023
143302,,,1/1/2023,12/31/2023
150001,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
150002,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
150005,0015CW3NXQ9AG42,Y,1/1/2023,12/31/2023
150006,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150007,0015C7EZC6GDD8N,Y,1/1/2023,12/31/2023
150008,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
150009,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
150010,,,1/1/2023,12/31/2023
150011,0015CTX0LKP2S19,Y,1/1/2023,12/31/2023
150012,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
150015,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150017,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150018,0015C00QLH7CJ3B,Y,1/1/2023,12/31/2023
150021,0015CHJ1TV4P98F,Y,1/1/2023,12/31/2023
150022,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150023,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
150024,0015CN5M32145BW,Y,1/1/2023,12/31/2023
150026,0015CV8NUW4XBM6,Y,1/1/2023,12/31/2023
150030,0015C4DPR23A8VK,Y,1/1/2023,12/31/2023
150034,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
150035,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150037,0015CA60F8T919P,Y,1/1/2023,12/31/2023
150042,0015C9B816ZJB4U,Y,1/1/2023,12/31/2023
150044,0015C124KR0SNP1,Y,1/1/2023,12/31/2023
150045,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
150046,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
150047,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150048,0015CRT7Y4XJX42,Y,1/1/2023,12/31/2023
150051,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150056,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150057,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150058,0015C00QLH7CJ3B,Y,1/1/2023,12/31/2023
150059,0015C8Xcn16r6v5,Y,1/1/2023,12/31/2023
150061,0015CQZ3GL3N8TR,Y,1/1/2023,12/31/2023
150065,0015CRH8AV53DLR,Y,1/1/2023,12/31/2023
150069,0015C99YPV6XD9P,Y,1/1/2023,12/31/2023
150072,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
150074,0015C7EZC6GDD8N,Y,1/1/2023,12/31/2023
150075,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150076,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
150082,0015C9XTF3Q6PKS,Y,1/1/2023,12/31/2023
150084,,,1/1/2023,12/31/2023
150086,0015CW3NXQ9AG42,Y,1/1/2023,12/31/2023
150088,,,1/1/2023,12/31/2023
150089,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150090,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150091,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
150097,0015CET7A1EMV0N,Y,1/1/2023,12/31/2023
150100,,,1/1/2023,12/31/2023
150101,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
150102,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150104,0015CN6YYS338U1,Y,1/1/2023,12/31/2023
150109,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150112,0015CUE5T17SNJ9,Y,1/1/2023,12/31/2023
150113,0015C7EZC6GDD8N,Y,1/1/2023,12/31/2023
150115,0015C257B7545Y1,Y,1/1/2023,12/31/2023
150125,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
150126,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150128,0015C7EZC6GDD8N,Y,1/1/2023,12/31/2023
150133,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150146,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
150149,0015C9XTF3Q6PKS,Y,1/1/2023,12/31/2023
150150,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150153,,,1/1/2023,12/31/2023
150157,,,1/1/2023,12/31/2023
150158,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150160,0015CWN3H80VLX6,,1/1/2023,12/31/2023
150161,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150162,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150165,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
150166,,,1/1/2023,12/31/2023
150167,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
150168,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
150169,0015C7EZC6GDD8N,Y,1/1/2023,12/31/2023
150172,0015C7FC7WDP9FV,Y,1/1/2023,12/31/2023
150173,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
150177,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
150179,,,1/1/2023,12/31/2023
150181,,,1/1/2023,12/31/2023
150183,0015CJ0446KEG39,Y,1/1/2023,12/31/2023
150193,,,1/1/2023,12/31/2023
150195,,,1/1/2023,12/31/2023
151300,,,1/1/2023,12/31/2023
151301,,,1/1/2023,12/31/2023
151303,,,1/1/2023,12/31/2023
151304,0015C8Q0XU61QD8,Y,1/1/2023,12/31/2023
151305,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
151306,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151307,,,1/1/2023,12/31/2023
151308,,,1/1/2023,12/31/2023
151309,,,1/1/2023,12/31/2023
151310,0015CHJ1TV4P98F,Y,1/1/2023,12/31/2023
151311,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151312,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151313,,,1/1/2023,12/31/2023
151314,,,1/1/2023,12/31/2023
151315,0015C829YHL2Y49,Y,1/1/2023,12/31/2023
151316,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151317,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
151318,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
151319,0015C9XTF3Q6PKS,Y,1/1/2023,12/31/2023
151320,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151322,0015C8CHE73ABS5,,1/1/2023,12/31/2023
151323,0015CHJ1TV4P98F,Y,1/1/2023,12/31/2023
151324,0015CZ2M9JVP8MZ,Y,1/1/2023,12/31/2023
151325,,,1/1/2023,12/31/2023
151326,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
151327,0015C742AN7Y34G,,1/1/2023,12/31/2023
151328,0015CAG8ZJ9B4JV,Y,1/1/2023,12/31/2023
151329,0015C9K57EDH1PC,Y,1/1/2023,12/31/2023
151330,0015CTN5HP9EWS1,Y,1/1/2023,12/31/2023
151331,0015CAM1MLV2KZK,Y,1/1/2023,12/31/2023
151332,0015CGL1PGU30AP,Y,1/1/2023,12/31/2023
151333,0015CHF931WFD20,Y,1/1/2023,12/31/2023
151334,0015C0B8Z57B259,Y,1/1/2023,12/31/2023
160001,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160013,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160016,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160028,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
160029,,,1/1/2023,12/31/2023
160030,0015CUE5T17SNJ9,Y,1/1/2023,12/31/2023
160032,0015C0E2M66BGP4,Y,1/1/2023,12/31/2023
160033,0015CFR5DB8JFH2,Y,1/1/2023,12/31/2023
160040,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
160045,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160047,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
160057,0015CM1W4BLU9MH,Y,1/1/2023,12/31/2023
160058,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
160064,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
160067,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
160069,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
160079,0015CJ82B4ADR4G,Y,1/1/2023,12/31/2023
160080,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
160082,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160083,0015CVN5R6EV70W,Y,1/1/2023,12/31/2023
160089,0015CCR03DTY4XS,Y,1/1/2023,12/31/2023
160101,0015C8WUD3TNR93,Y,1/1/2023,12/31/2023
160104,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160110,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160112,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
160117,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160124,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
160146,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160147,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
160153,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
161300,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
161301,0015CW3NXQ9AG42,Y,1/1/2023,12/31/2023
161302,0015CW3NXQ9AG42,Y,1/1/2023,12/31/2023
161303,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161304,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
161305,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161306,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161307,0015CRP0UFS2TBD,Y,1/1/2023,12/31/2023
161308,0015CAL91DG94UT,Y,1/1/2023,12/31/2023
161309,0015C3DSF0V5SL5,Y,1/1/2023,12/31/2023
161310,0015C8F678VQR49,Y,1/1/2023,12/31/2023
161311,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
161312,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161313,0015CFR5DB8JFH2,Y,1/1/2023,12/31/2023
161314,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161315,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
161316,0015CUU3SZK16E8,Y,1/1/2023,12/31/2023
161317,0015CWW3R9FPD02,,1/1/2023,12/31/2023
161318,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
161319,0015C15G8VB5J0G,Y,1/1/2023,12/31/2023
161320,0015CWW3R9FPD02,,1/1/2023,12/31/2023
161321,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161322,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
161323,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
161324,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
161325,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161326,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
161327,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
161328,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161329,0015CFR5DB8JFH2,Y,1/1/2023,12/31/2023
161330,0015C7VKL01SBC8,Y,1/1/2023,12/31/2023
161331,0015CRP0UFS2TBD,Y,1/1/2023,12/31/2023
161332,0015CR1DX2N3YM7,Y,1/1/2023,12/31/2023
161333,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161334,0015CWW3R9FPD02,,1/1/2023,12/31/2023
161335,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161336,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161337,0015CFL1L1LRM1Q,Y,1/1/2023,12/31/2023
161338,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
161339,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
161340,0015CPA55XXH28S,Y,1/1/2023,12/31/2023
161341,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161342,0015C5ZM90UQM95,Y,1/1/2023,12/31/2023
161343,0015CP3J87RNG83,Y,1/1/2023,12/31/2023
161344,,,1/1/2023,12/31/2023
161345,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161346,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161347,0015CBK2DUH0MBG,Y,1/1/2023,12/31/2023
161348,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161349,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161350,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161351,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161352,,,1/1/2023,12/31/2023
161353,0015C5VEH06RM9R,Y,1/1/2023,12/31/2023
161354,0015CUX0GCH5RTX,Y,1/1/2023,12/31/2023
161355,0015C3K3YJ2CSK4,Y,1/1/2023,12/31/2023
161356,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
161357,0015C5VEH06RM9R,Y,1/1/2023,12/31/2023
161358,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
161359,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
161360,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
161361,0015CAM1MLV2KZK,Y,1/1/2023,12/31/2023
161362,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161363,0015C2TH0YGB70E,Y,1/1/2023,12/31/2023
161364,0015CFL1L1LRM1Q,Y,1/1/2023,12/31/2023
161365,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161366,0015CH0VBX7BHX0,Y,1/1/2023,12/31/2023
161367,0015C3U0HXD0N61,Y,1/1/2023,12/31/2023
161368,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
161369,0015CP587BP0W9H,,1/1/2023,12/31/2023
161370,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161371,0015CFL1L1LRM1Q,Y,1/1/2023,12/31/2023
161372,0015C40SC8TJS9J,Y,1/1/2023,12/31/2023
161373,0015CLA52JC2R3K,Y,1/1/2023,12/31/2023
161374,0015CFL1L1LRM1Q,Y,1/1/2023,12/31/2023
161375,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161376,0015CM0JL7L7GJ5,Y,1/1/2023,12/31/2023
161377,0015CVN5R6EV70W,Y,1/1/2023,12/31/2023
161378,0015CER8A8SVB46,Y,1/1/2023,12/31/2023
161379,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
161380,0015CRP0UFS2TBD,Y,1/1/2023,12/31/2023
161381,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
161382,,,1/1/2023,12/31/2023
170006,0015C792QBB9F37,Y,1/1/2023,12/31/2023
170009,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
170012,0015CFK6U1HAM4K,Y,1/1/2023,12/31/2023
170013,0015CD97UMS9BMX,Y,1/1/2023,12/31/2023
170014,0015CEL8EWK7PAH,Y,1/1/2023,12/31/2023
170016,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
170017,,,1/1/2023,12/31/2023
170020,0015C1WUR663GH2,Y,1/1/2023,12/31/2023
170023,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
170027,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170040,0015CJ7D6589YLS,Y,1/1/2023,12/31/2023
170049,0015CUW9JS131YW,Y,1/1/2023,12/31/2023
170068,0015CE4ZXJ0FKT5,Y,1/1/2023,12/31/2023
170074,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
170086,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
170103,0015CNV0P23UAK0,Y,1/1/2023,12/31/2023
170104,0015CEL8EWK7PAH,Y,1/1/2023,12/31/2023
170105,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170109,0015CUW9JS131YW,Y,1/1/2023,12/31/2023
170110,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
170120,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170122,0015CD469UUX3Z7,Y,1/1/2023,12/31/2023
170123,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
170137,0015C4TYJ0K26EH,Y,1/1/2023,12/31/2023
170142,0015C3TSX16DNY7,Y,1/1/2023,12/31/2023
170146,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
170175,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
170176,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
170182,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
170183,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170185,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
170186,0015CK3MKQ1BP7X,Y,1/1/2023,12/31/2023
170187,0015CKQ3AUJ4ZVW,Y,1/1/2023,12/31/2023
170188,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170190,0015C9VLC7R101S,Y,1/1/2023,12/31/2023
170191,0015CJ7D6589YLS,Y,1/1/2023,12/31/2023
170194,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
170196,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
170197,0015C3K3YJ2CSK4,Y,1/1/2023,12/31/2023
170198,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
170199,,,1/1/2023,12/31/2023
170200,0015CD469UUX3Z7,Y,1/1/2023,12/31/2023
170203,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
170204,0015C8U49CT2BRT,Y,1/1/2023,12/31/2023
171300,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171301,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171303,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171304,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
171306,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171307,,,1/1/2023,12/31/2023
171308,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
171309,0015CLT850A3MT6,Y,1/1/2023,12/31/2023
171310,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171311,,,1/1/2023,12/31/2023
171312,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171313,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171314,,,1/1/2023,12/31/2023
171315,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
171316,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
171317,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
171318,0015CWG0YQG9WFG,,1/1/2023,12/31/2023
171319,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
171321,,,1/1/2023,12/31/2023
171322,,,1/1/2023,12/31/2023
171323,0015CLT8SOA3MT6,Y,1/1/2023,12/31/2023
171324,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171325,0015CW5F87HC9M8,Y,1/1/2023,12/31/2023
171326,,,1/1/2023,12/31/2023
171327,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171328,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171329,,,1/1/2023,12/31/2023
171330,0015C50DYG13GHS,Y,1/1/2023,12/31/2023
171331,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171332,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171333,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
171334,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171335,,,1/1/2023,12/31/2023
171336,0015CXZ21PBQ54A,,1/1/2023,12/31/2023
171337,0015C3TSX16DNY7,Y,1/1/2023,12/31/2023
171338,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171339,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
171341,0015C1FY2LTP2R5,Y,1/1/2023,12/31/2023
171343,,,1/1/2023,12/31/2023
171344,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
171345,0015CD97UMS9BMX,Y,1/1/2023,12/31/2023
171346,0015C80E18RAW4X,,1/1/2023,12/31/2023
171347,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
171348,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
171349,0015CFK6U1HAM4K,Y,1/1/2023,12/31/2023
171350,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
171351,,,1/1/2023,12/31/2023
171352,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171353,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171354,0015CN9A2LCQ8V2,Y,1/1/2023,12/31/2023
171355,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171356,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171357,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171358,0015CFK6U1HAM4K,Y,1/1/2023,12/31/2023
171359,,,1/1/2023,12/31/2023
171360,,,1/1/2023,12/31/2023
171361,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171362,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171363,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171364,0015CLT850A3MT6,Y,1/1/2023,12/31/2023
171365,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
171367,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171368,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171369,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
171370,,,1/1/2023,12/31/2023
171371,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
171372,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
171373,0015C5KH60XEZ5W,Y,1/1/2023,12/31/2023
171374,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
171375,0015C4DPR23A8VK,Y,1/1/2023,12/31/2023
171376,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171377,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
171378,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171379,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
171380,0015CAM1MLV2KZK,Y,1/1/2023,12/31/2023
171381,0015CFK6U1HAM4K,Y,1/1/2023,12/31/2023
171382,0015C1FY2LTP2R5,Y,1/1/2023,12/31/2023
171383,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
171384,0015CPL0QAZ154T,Y,1/1/2023,12/31/2023
171385,0015CPL0QAX154T,Y,1/1/2023,12/31/2023
171386,,,1/1/2023,12/31/2023
173300,,,1/1/2023,12/31/2023
180001,0015CW3NXQ9AG42,Y,1/1/2023,12/31/2023
180002,0015C946ANU9N81,Y,1/1/2023,12/31/2023
180004,0015C8YGS65EE0D,Y,1/1/2023,12/31/2023
180005,0015C946ANU9N81,Y,1/1/2023,12/31/2023
180009,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
180010,0015CWD2653NY5L,Y,1/1/2023,12/31/2023
180011,0015CWD2653NY5L,Y,1/1/2023,12/31/2023
180012,0015C124KR0SNP1,Y,1/1/2023,12/31/2023
180013,0015CN1GL8M6DYQ,Y,1/1/2023,12/31/2023
180016,0015CX8K9UM3M52,Y,1/1/2023,12/31/2023
180017,0015C1PC2VXC7PW,Y,1/1/2023,12/31/2023
180018,0015CE4ZXJ0FKT5,Y,1/1/2023,12/31/2023
